141125,4449
200677,4314
231035,4333
260875,4335
321044,4331
350714,4425
380889,4300
410950,4370
471047,4381
501113,4336
530683,4309
651037,4401
681015,4374
711023,4325
770934,4417
800673,4318
830982,4356
920896,4458
981103,4459
1190859,4375
170900,4468
200783,4314
231122,4333
260859,4335
290959,4470
380985,4300
411140,4370
470703,4381
500630,4336
530815,4309
591091,4446
620823,4327
650855,4401
710949,4325
740769,4331
770958,4417
831114,4356
860915,4365
890990,4394
950706,4400
980675,4459
1010849,4399
1040680,4378
1070947,4419
1100762,4358
1130750,4479
1161092,4335
1190928,4375
