110565,4359
200555,4314
230510,4333
260510,4335
290517,4470
320645,4331
350684,4425
380517,4300
470692,4381
500542,4336
530613,4309
560591,4332
590642,4446
620517,4327
710677,4325
740613,4331
770623,4417
800510,4318
830639,4356
860533,4365
890533,4394
920504,4458
950632,4400
980565,4459
1010571,4399
1040664,4378
1070728,4419
1100664,4358
1130510,4479
1160620,4335
1190504,4375
110602,4359
140602,4449
170551,4468
200564,4314
230573,4333
260596,4335
290503,4470
350503,4425
380637,4300
410509,4370
440503,4439
470525,4381
500567,4336
530509,4309
560548,4332
620503,4327
650634,4401
680525,4374
710605,4325
740503,4331
770612,4417
800634,4318
830596,4356
860551,4365
890609,4394
920509,4458
980509,4459
1010663,4399
1040503,4378
1070516,4419
1100605,4358
1130593,4479
1160525,4335
1190654,4375
