110529,4359
140514,4449
170507,4468
230510,4333
260504,4335
290510,4470
320546,4331
350671,4425
410664,4370
440546,4439
470546,4381
500693,4336
530510,4309
620517,4327
650642,4401
680642,4374
710533,4325
740510,4331
770510,4417
800632,4318
830504,4356
860510,4365
890504,4394
920520,4458
950510,4400
980648,4459
1010533,4399
1040680,4378
1070510,4419
1100549,4358
1130533,4479
1160504,4335
1190504,4375
110582,4359
170586,4468
200549,4314
260577,4335
320503,4331
350580,4425
380564,4300
410574,4370
440593,4439
470548,4381
500602,4336
530569,4309
560530,4332
620564,4327
650569,4401
680602,4374
770561,4417
830516,4356
860666,4365
890520,4394
920564,4458
950516,4400
1040542,4378
1070625,4419
1100524,4358
1130644,4479
1160647,4335
1190599,4375
