111084,4359
171430,4468
201071,4314
290615,4470
321001,4331
380865,4300
410870,4370
470663,4381
501064,4336
530870,4309
560910,4332
590967,4446
681105,4374
710792,4325
830929,4356
890857,4394
920962,4458
950780,4400
980984,4459
1040809,4378
1070849,4419
1100802,4358
1130773,4479
1190937,4375
140992,4449
171005,4468
200940,4314
230926,4333
260816,4335
320715,4331
350900,4425
411060,4370
440911,4439
471016,4381
500900,4336
560790,4332
590706,4446
620730,4327
680830,4374
710748,4325
740886,4331
770706,4417
801036,4318
830975,4356
860632,4365
890892,4394
921031,4458
950878,4400
1010724,4399
1041026,4378
1070575,4419
1130820,4479
1160763,4335
1190814,4375
